profile,profile-href,Name,GRE,TOEFL,UG_Score,work_exp,paper,nexpage,nexpage-href,background,year
"prateekjoshi2013","https://yocket.in/profiles/prateekjoshi2013","","GRE

324 


Quant: 165

Verbal: 159","TOEFL
112","UG Score
66.46%","Work Exp.
30 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=9","Undergrad:

Computer Science from BRACT's Vishwakarma Institute Of Information Technology (VIIT), Kondhwa, Pune","Interested in Computer Science / Information Technology (Fall 2015)"
"swati3124","https://yocket.in/profiles/swati3124","","GRE

322 


Quant: 166

Verbal: 156","TOEFL
113","UG Score
80%","Work Exp.
30 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=6","Undergrad:

Computer Science from Ambedkar institute of advance communication technologies and research, New Delhi","Computer Science (Fall 2016)"
"irachit","https://yocket.in/profiles/irachit","","GRE

317 


Quant: 163

Verbal: 154","TOEFL
103","UG Score
80.8%","Work Exp.
51 months","Tech Papers
None","","","Undergrad:

Computer Science from Dehradun Institute of Technology, Dehradun","Interested in Computer Science / Information Technology (Fall 2017)"
"ansmehrotra","https://yocket.in/profiles/ansmehrotra","","GRE

322 


Quant: 161

Verbal: 161","TOEFL
115","UG Score
9.56CGPA","Work Exp.
30 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=6","Undergrad:

Computer Science from Kalinga Institute Of Industrial Technology, Bhubaneswar","Interested in Computer Science / Information Technology (Fall 2016)"
"jhavarp","https://yocket.in/profiles/jhavarp","","GRE

318 


Quant: 168

Verbal: 150","TOEFL
106","UG Score
91%","Work Exp.
15 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=4","Undergrad:

Computer Science from Symbiosis Institute Of Technology PUNE, Pune","Interested in Computer Science / Information Technology (Fall 2017)"
"prernap95","https://yocket.in/profiles/prernap95","","GRE

334 


Quant: 166

Verbal: 168","TOEFL
118","UG Score
9.34CGPA","Work Exp.
2 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=7","Undergrad:

Computer Science from Dwarkadas. J.Sanghvi college of engineering, Mumbai","Interested in Computer Science / Information Technology (Fall 2016)"
"inkballpen","https://yocket.in/profiles/inkballpen","","GRE

323 


Quant: 166

Verbal: 157","TOEFL
112","UG Score
70%","Work Exp.
5 months","Tech Papers
International","","","Undergrad:

Information Technology from K J Somaiya college of Engineering, Mumbai","Interested in Computer Science / Information Technology (Fall 2017)"
"Arvi92","https://yocket.in/profiles/Arvi92","","GRE

317 


Quant: 162

Verbal: 155","TOEFL
116","UG Score
9.48CGPA","Work Exp.
37 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=3","Undergrad:

Computer Science from MS Ramaiah Institute Of Techniology, Bengaluru","Interested in Computer Science / Information Technology (Fall 2017)"
"AbhiMegotia","https://yocket.in/profiles/AbhiMegotia","","GRE

311 


Quant: 167

Verbal: 144","TOEFL
100","UG Score
81.57%","Work Exp.
7 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=6","Undergrad:

Computer Science from BNM Institute Of Technology, Bengaluru","Computer Science (Fall 2016)"
"godofwharf","https://yocket.in/profiles/godofwharf","","GRE

327 


Quant: 164

Verbal: 163","TOEFL
112","UG Score
9.1CGPA","Work Exp.
24 months","Tech Papers
National","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=4","Undergrad:

Computer Science from College of Engineering - Guindy (CEG), Anna University Campus, Guindy, Chennai","Interested in Computer Science / Information Technology (Fall 2017)"
"sandippatel251093atgmail.com","https://yocket.in/profiles/sandippatel251093atgmail.com","","GRE

NA","TOEFL/IELTS
N.A.","UG Score
75.06%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=10","Undergrad:

NA","Interested in Computer Science / Information Technology (Fall 2018)"
"siddshah5392","https://yocket.in/profiles/siddshah5392","","GRE

323 


Quant: 168

Verbal: 155","TOEFL
113","UG Score
7CGPA","Work Exp.
36 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=6","Undergrad:

Computer Science from Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","Interested in Computer Science / Information Technology (Fall 2016)"
"malhar1995","https://yocket.in/profiles/malhar1995","","GRE

325 


Quant: 170

Verbal: 155","TOEFL
115","UG Score
9.35CGPA","Work Exp.
3 months","Tech Papers
National","","","Undergrad:

BSc. Computer Science from IIT Hyderabad, Hyderabad","Interested in Computer Science / Information Technology (Fall 2017)"
"meg1808","https://yocket.in/profiles/meg1808","","GRE

328 


Quant: 164

Verbal: 164","TOEFL
116","UG Score
8.6CGPA","Work Exp.
53 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=2","Undergrad:

Computer Science from Manipal Institute of Technology (MIT), Manipal","Interested in Computer Science / Information Technology (Fall 2017)"
"Aky","https://yocket.in/profiles/Aky","","GRE

329 


Quant: 167

Verbal: 162","TOEFL
118","UG Score
7.69CGPA","Work Exp.
2 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=3","Undergrad:

Computer Science from Shiv Nadar University, Dadri","Interested in Computer Science / Information Technology (Fall 2017)"
"hardikrj","https://yocket.in/profiles/hardikrj","","GRE

321 


Quant: 170

Verbal: 151","TOEFL
105","UG Score
8.73CGPA","Work Exp.
1 month","Tech Papers
None","","","Undergrad:

Computer Science from K. J. Somaiya College Of Engineering, Mumbai, Mumbai","Interested in Computer Science / Information Technology (Fall 2017)"
"michael_laiho","https://yocket.in/profiles/michael_laiho","","GRE

320 


Quant: 166

Verbal: 154","TOEFL
113","UG Score
79%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=9","Undergrad:

Computer Science from RNS Institute Of Technology, Bengaluru","Interested in Computer Science / Information Technology (Fall 2015)"
"MansiG","https://yocket.in/profiles/MansiG","","GRE

331 


Quant: 170

Verbal: 161","TOEFL
112","UG Score
8.34CGPA","Work Exp.
36 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=4","Undergrad:

Computer Science from Institute Of Technology, Nirma University, Ahmedabad","Interested in Computer Science / Information Technology (Fall 2017)"
"vroom1992","https://yocket.in/profiles/vroom1992","","GRE

317 


Quant: 163

Verbal: 154","TOEFL
110","UG Score
9.23CGPA","Work Exp.
10 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=7","Undergrad:

Computer Science from Kalinga Institute Of Industrial Technology, Bhubaneswar","Computer Science (Fall 2016)"
"rohitvarkey","https://yocket.in/profiles/rohitvarkey","","GRE

333 


Quant: 168

Verbal: 165","TOEFL
114","UG Score
8.33CGPA","Work Exp.
10 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=5","Undergrad:

Computer Science from NITK Surathkal, Surathkal","Interested in Computer Science / Information Technology (Fall 2016)"
"jaylohokare","https://yocket.in/profiles/jaylohokare","","GRE

321 


Quant: 168

Verbal: 153","TOEFL
107","UG Score
7.26CGPA","Work Exp.
30 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=2","Undergrad:

Computer Science from College Of Engineering Pune, Pune","Interested in Computer Science / Information Technology (Fall 2017)"
"dushyant123","https://yocket.in/profiles/dushyant123","","GRE

327 


Quant: 170

Verbal: 157","TOEFL
103","UG Score
7.36CGPA","Work Exp.
6 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=8","Undergrad:

Electrical and Electronics Engineering from Indian Institute of Technology, Delhi (IIT-D), New Delhi","Interested in Computer Science / Information Technology (Fall 2016)"
"rohitna2712","https://yocket.in/profiles/rohitna2712","","GRE

337 


Quant: 170

Verbal: 167","TOEFL
120","UG Score
7.93CGPA","Work Exp.
1 month","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=2","Undergrad:

Computer Science from SIES Graduate School Of Technology, Nerul, Mumbai","Interested in Computer Science / Information Technology (Fall 2017)"
"mukulbansal","https://yocket.in/profiles/mukulbansal","","GRE

328 


Quant: 169

Verbal: 159","TOEFL
115","UG Score
78.6%","Work Exp.
18 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=3","Undergrad:

Information Technology from Bharati Vidyapeeth College Of Engineering, , New Delhi","Interested in Computer Science / Information Technology (Fall 2017)"
"venky177","https://yocket.in/profiles/venky177","","GRE

320 


Quant: 167

Verbal: 153","TOEFL
108","UG Score
75%","Work Exp.
NA","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=6","Undergrad:

Computer Science from PICT, Pune","Interested in Computer Science / Information Technology (Fall 2016)"
"monideep","https://yocket.in/profiles/monideep","","GRE

317 


Quant: 161

Verbal: 156","TOEFL
113","UG Score
73%","Work Exp.
48 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=8","Undergrad:

Computer Science from University of Mumbai, Mumbai","Interested in Computer Science / Information Technology (Fall 2016)"
"apsdehal","https://yocket.in/profiles/apsdehal","","GRE

324 


Quant: 165

Verbal: 159","TOEFL
105","UG Score
7.5CGPA","Work Exp.
30 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=7","Undergrad:

Electrical and Electronics Engineering from Indian Institute of Technology, Roorkee?(IIT-R), Roorkee","Computer Science (Fall 2016)"
"thisisaditya","https://yocket.in/profiles/thisisaditya","","GRE

329 


Quant: 166

Verbal: 163","TOEFL
111","UG Score
75.6%","Work Exp.
2 months","Tech Papers
NA","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=3","Undergrad:

Computer Science from Bharati Vidyapeeth College Of Engineering, , New Delhi","Interested in Computer Science / Information Technology (Fall 2017)"
"gautamgtm","https://yocket.in/profiles/gautamgtm","","GRE

334 


Quant: 170

Verbal: 164","TOEFL
108","UG Score
8.464CGPA","Work Exp.
24 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=3","Undergrad:

Electrical and Electronics Engineering from IIT Roorkee, Roorkee","Interested in Computer Science / Information Technology (Fall 2017)"
