profile,profile-href,Name,GRE,TOEFL,UG_Score,work_exp,paper,nexpage,nexpage-href,background,year
"neeraj-iyer","https://yocket.in/profiles/neeraj-iyer","","GRE

298 


Quant: 153

Verbal: 145","TOEFL
84","UG Score
71.23%","Work Exp.
16 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=3","Undergrad:

Computer Science from Xavier Institute Of Engineering, Mahim, Mumbai","Management Information System (Fall 2017)"
"vaghelarahul94","https://yocket.in/profiles/vaghelarahul94","","GRE

302 


Quant: 158

Verbal: 144","IELTS
6.5","UG Score
6.9CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=7","Undergrad:

Computer Science from Ahmedabad Institute of Technology, Ahmedabad","Interested in Computer Science / Information Technology (Fall 2016)"
"ashish shahane","https://yocket.in/profiles/ashish%20shahane","","GRE

305 


Quant: 155

Verbal: 150","TOEFL/IELTS
N.A.","UG Score
7.8CGPA","Work Exp.
NA","Tech Papers
None","","","Undergrad:

Computer Science from Prof Ram Meghe Institute of Technology and Research Badnera, Amravati","Interested in Computer Science / Information Technology (Fall 2017)"
"bheemreddy1205","https://yocket.in/profiles/bheemreddy1205","","GRE

289 


Quant: 152

Verbal: 137","IELTS
6.5","UG Score
74.74%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=9","Undergrad:

Information Technology from Vidya Jyothi Institute Of Technology, Hyderabad","Interested in Computer Science / Information Technology (Spring 2016)"
"deep153","https://yocket.in/profiles/deep153","","GRE

294 


Quant: 152

Verbal: 142","IELTS
6","UG Score
6CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=8","Undergrad:

Computer Science from Sardar Vallabhbhai Patel Institute of Technology, Vasad, Anand","Interested in Computer Science / Information Technology (Spring 2016)"
"kirandon","https://yocket.in/profiles/kirandon","","GRE

293 


Quant: 150

Verbal: 143","TOEFL
80","UG Score
7.81CGPA","Work Exp.
22 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=7","Undergrad:

Information Technology from St Joseph College of Engineering, Sriperumbudur, Chennai","Computer Science (Fall 2016)"
"shree2510","https://yocket.in/profiles/shree2510","","GRE

294 


Quant: 154

Verbal: 140","TOEFL
84","UG Score
8.36CGPA","Work Exp.
3 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=6","Undergrad:

Instrumentation Engineering from Dr. Ambedkar Institute Of Technology, Bengaluru","Computer Science (Fall 2016)"
"BharathR8","https://yocket.in/profiles/BharathR8","","GRE

310 


Quant: 158

Verbal: 152","TOEFL
97","UG Score
69%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=2","Undergrad:

Computer Science from SRM University (Kattankulathur Campus), Chennai","Interested in Computer Science / Information Technology (Fall 2017)"
"Saran24","https://yocket.in/profiles/Saran24","","GRE

294 


Quant: 149

Verbal: 145","IELTS
6.5","UG Score
7.51CGPA","Work Exp.
72 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=4","Undergrad:

Electrical and Electronics Engineering from Amrita University, Bengaluru","Software Engineering (Spring 2017)"
"vignesh_tv","https://yocket.in/profiles/vignesh_tv","","GRE

298 


Quant: 161

Verbal: 137","IELTS
6.5","UG Score
6.24CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=5","Undergrad:

Computer Science from Valliammai Engineering College, Chennai","Computer Science (Fall 2016)"
"siddartha Reddy Kalam","https://yocket.in/profiles/siddartha%20Reddy%20Kalam","","GRE

293 


Quant: 154

Verbal: 139","IELTS
6","UG Score
65%","Work Exp.
NA","Tech Papers
International","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=2","Undergrad:

Electronics and Communication Engineering from vignana bharathi institute of technology, Hyderabad","Computer & Information Science (Fall 2017)"
"jay1411sonawane","https://yocket.in/profiles/jay1411sonawane","","GRE

293 


Quant: 152

Verbal: 141","TOEFL
92","UG Score
64%","Work Exp.
30 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=8","Undergrad:

Information Technology from Pune Institute Of Computer Technology, Dhakavdi, Pune","Interested in Computer Science / Information Technology (Fall 2015)"
"vishal3078","https://yocket.in/profiles/vishal3078","","GRE

291 


Quant: 152

Verbal: 139","IELTS
6","UG Score
66%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=9","Undergrad:

Computer Science from JNTU College of Engineering, Hyderabad","Interested in Computer Science / Information Technology (Spring 2016)"
"ukirderohit","https://yocket.in/profiles/ukirderohit","","GRE

294 


Quant: 148

Verbal: 146","TOEFL
80","UG Score
59%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=8","Undergrad:

Information Technology from Parvatibai Genba Moze College Of Engineering, Pune","Interested in Computer Science / Information Technology (Spring 2016)"
"archi18","https://yocket.in/profiles/archi18","","GRE

299 


Quant: 157

Verbal: 142","TOEFL
93","UG Score
68%","Work Exp.
16 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=7","Undergrad:

Information Technology from Fr. Conceicao Rodrigues College Of Engineering, Bandra, Mumbai","Interested in Computer Science / Information Technology (Fall 2016)"
"riyashah","https://yocket.in/profiles/riyashah","","GRE

290 


Quant: 150

Verbal: 140","TOEFL
85","UG Score
56.4%","Work Exp.
4 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=3","Undergrad:

Computer Science from Sinhgad Institute Of Technology And Science, Narhe, Pune","Computer Science (Fall 2017)"
"shrenik","https://yocket.in/profiles/shrenik","","GRE

297 


Quant: 151

Verbal: 146","TOEFL
97","UG Score
6.5CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=6","Undergrad:

Computer Science from k.j. somaiya college of engineering, Mumbai","Computer Science (Fall 2016)"
"suku","https://yocket.in/profiles/suku","","GRE

296 


Quant: 144

Verbal: 152","TOEFL
89","UG Score
62.3%","Work Exp.
31 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=6","Undergrad:

Information Technology from A C Patil College of Engg, Navi Mumbai","Computer Science (Fall 2016)"
"Yash30192","https://yocket.in/profiles/Yash30192","","GRE

288 


Quant: 145

Verbal: 143","IELTS
6.5","UG Score
65.8%","Work Exp.
16 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=4","Undergrad:

Computer Science from Sanketika engineering college, Visakhapatnam","Interested in Computer Science / Information Technology (Spring 2017)"
"NirajK","https://yocket.in/profiles/NirajK","","GRE

294 


Quant: 150

Verbal: 144","TOEFL
87","UG Score
64.35%","Work Exp.
22 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=2","Undergrad:

Computer Science from Vidyalankar Institute Of Technology (VIT), Wadala, Mumbai","Interested in Computer Science / Information Technology (Fall 2017)"
