profile,profile-href,Name,GRE,TOEFL,UG_Score,work_exp,paper,nexpage,nexpage-href,background,year
"Rohanmeher","https://yocket.in/profiles/Rohanmeher","","GRE

300 


Quant: 157

Verbal: 143","TOEFL
83","UG Score
6.43CGPA","Work Exp.
5 months","Tech Papers
National","","","Undergrad:

Computer Science from Atharva College Of Engineering, Malad, Mumbai","Interested in Computer Science / Information Technology (Fall 2017)"
"rasikaud","https://yocket.in/profiles/rasikaud","","GRE

295 


Quant: 154

Verbal: 141","TOEFL
91","UG Score
69%","Work Exp.
15 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=14","Undergrad:

Information Technology from PES Modern College Of Engineering, Pune","Computer Science (Fall 2016)"
"kunal1242322","https://yocket.in/profiles/kunal1242322","","GRE

303 


Quant: 158

Verbal: 145","TOEFL
87","UG Score
69.17%","Work Exp.
NA","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=4","Undergrad:

Computer Science from Pune University, Pune","Computer Science (Fall 2017)"
"Siddhant10","https://yocket.in/profiles/Siddhant10","","GRE

310 


Quant: 160

Verbal: 150","TOEFL
108","UG Score
63%","Work Exp.
15 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=8","Undergrad:

Computer Science from RMD Sinhgad , Pune","Interested in Computer Science / Information Technology (Fall 2017)"
"paras94","https://yocket.in/profiles/paras94","","GRE

302 


Quant: 158

Verbal: 144","TOEFL
90","UG Score
6.75CGPA","Work Exp.
6 months","Tech Papers
National","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=3","Undergrad:

Computer Science from Atharva College Of Engineering, Malad, Mumbai","Interested in Computer Science / Information Technology (Fall 2016)"
"sayed24","https://yocket.in/profiles/sayed24","","GRE

309 


Quant: 161

Verbal: 148","TOEFL
99","UG Score
67.35%","Work Exp.
16 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=7","Undergrad:

Computer Science from KLS Gogte Institute of Technology Belgaum , Belagaavi","Computer Science (Fall 2017)"
"borolepratik","https://yocket.in/profiles/borolepratik","","GRE

306 


Quant: 159

Verbal: 147","TOEFL
97","UG Score
62.42%","Work Exp.
10 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=17","Undergrad:

Marathwada Mitra Mandal's College Of Engineering, Pune","Computer Science (Fall 2016)"
"patelprakash8411","https://yocket.in/profiles/patelprakash8411","","GRE

309 


Quant: 164

Verbal: 145","TOEFL
82","UG Score
65%","Work Exp.
16 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=11","Undergrad:

Computer Science from KJ Somaiya College Of Engineering, Vidyavihar, Mumbai","Interested in Computer Science / Information Technology (Fall 2016)"
"tannu1771","https://yocket.in/profiles/tannu1771","","GRE

311 


Quant: 156

Verbal: 155","TOEFL
113","UG Score
70%","Work Exp.
NA","Tech Papers
National","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=7","Undergrad:

Computer Science from Pimpri Chinchwad College Of Engineering, Pune","Computer Science (Fall 2017)"
"valley9091","https://yocket.in/profiles/valley9091","","GRE

303 


Quant: 161

Verbal: 142","TOEFL
105","UG Score
63%","Work Exp.
38 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=11","Undergrad:

Computer Science from St.Francis Institute of Technology, Mumbai","Computer Science (Fall 2016)"
"Samuel33","https://yocket.in/profiles/Samuel33","","GRE

305 


Quant: 159

Verbal: 146","TOEFL
101","UG Score
60%","Work Exp.
NA","Tech Papers
National","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=7","Undergrad:

Computer Science from Pune University, Pune","Computer Science (Fall 2017)"
"bhavikthakkar556","https://yocket.in/profiles/bhavikthakkar556","","GRE

300 


Quant: 156

Verbal: 144","TOEFL
102","UG Score
7.2CGPA","Work Exp.
NA","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=12","Undergrad:

Computer Science from Thadomal Shahani Engineering College (TSEC), Bandra, Mumbai","Computer Science (Fall 2016)"
"vamsivj3","https://yocket.in/profiles/vamsivj3","","GRE

309 


Quant: 161

Verbal: 148","TOEFL
102","UG Score
8CGPA","Work Exp.
10 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=16","Undergrad:

Computer Science from Vellore Institute of Technology (VIT University), Vellore","Interested in Computer Science / Information Technology (Fall 2015)"
"rohitsingh18","https://yocket.in/profiles/rohitsingh18","","GRE

305 


Quant: 156

Verbal: 149","TOEFL
97","UG Score
67%","Work Exp.
47 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=3","Undergrad:

Computer Science from Govind Ballabh Pant Engineering College, Pauri","Interested in Computer Science / Information Technology (Fall 2017)"
"bharath8810","https://yocket.in/profiles/bharath8810","","GRE

310 


Quant: 162

Verbal: 148","TOEFL
89","UG Score
67%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=14","Undergrad:

Computer Science from sree nidhi institute of science and technology, Hyderabad","Computer Science (Fall 2016)"
"santhoshk111","https://yocket.in/profiles/santhoshk111","","GRE

309 


Quant: 164

Verbal: 145","TOEFL
90","UG Score
80%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=17","Undergrad:

Computer Science from Chaitanya Bharati Institute of Technology, Hyderabad","Computer Science (Fall 2016)"
"vulture047","https://yocket.in/profiles/vulture047","","GRE

297 


Quant: 157

Verbal: 140","TOEFL
84","UG Score
6.59CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=6","Undergrad:

Information Technology from Fr. Conceicao Rodrigues College Of Engineering, Bandra, Mumbai","Interested in Computer Science / Information Technology (Fall 2017)"
"rudresh","https://yocket.in/profiles/rudresh","","GRE

308 


Quant: 158

Verbal: 150","TOEFL
100","UG Score
62%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=17","Undergrad:

Computer Science from Datta Meghe College Of Engineering, Airoli, Mumbai","Computer Science (Fall 2015)"
"Shra","https://yocket.in/profiles/Shra","","GRE

305 


Quant: 153

Verbal: 152","TOEFL
90","UG Score
67%","Work Exp.
12 months","Tech Papers
International","","","Undergrad:

Computer Science from MMCOE, Pune","Computer Engineering (Fall 2017)"
"rogercores","https://yocket.in/profiles/rogercores","","GRE

307 


Quant: 157

Verbal: 150","TOEFL
105","UG Score
60%","Work Exp.
12 months","Tech Papers
None","","","Undergrad:

Computer Science from St Francis Institute Of Technology, Mumbai","Computer Science (Fall 2017)"
"Sam33","https://yocket.in/profiles/Sam33","","GRE

305 


Quant: 159

Verbal: 146","TOEFL
101","UG Score
60%","Work Exp.
NA","Tech Papers
NA","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=4","Undergrad:

Computer Science from Pune University, Pune","Computer Science (Fall 2017)"
"NitinM","https://yocket.in/profiles/NitinM","","GRE

314 


Quant: 168

Verbal: 146","TOEFL
95","UG Score
8.4CGPA","Work Exp.
84 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=5","Undergrad:

Computer Science from Maulana Azad National Institute of Technology, Bhopal (MANIT, Bhopal), Bhopal","Interested in Computer Science / Information Technology (Fall 2017)"
"Akshaywani","https://yocket.in/profiles/Akshaywani","","GRE

302 


Quant: 154

Verbal: 148","TOEFL
98","UG Score
6.94CGPA","Work Exp.
6 months","Tech Papers
None","","","Undergrad:

Information Technology from Datta Meghe College Of Engineering, Airoli, Mumbai","Interested in Computer Science / Information Technology (Fall 2017)"
"jaykhan","https://yocket.in/profiles/jaykhan","","GRE

309 


Quant: 162

Verbal: 147","TOEFL
103","UG Score
6.7CGPA","Work Exp.
21 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=12","Undergrad:

Computer Science from Dr. Babasaheb Ambedkar Technological University, Lonere, Mahad","Computer Science (Fall 2016)"
"fularp","https://yocket.in/profiles/fularp","","GRE

302 


Quant: 157

Verbal: 145","TOEFL
95","UG Score
71%","Work Exp.
30 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=14","Undergrad:

Computer Science from Laxmi Devi Institute of Engineering & Technology, Alwar","Computer Science (Fall 2016)"
"Avinash bhandari","https://yocket.in/profiles/Avinash%20bhandari","","GRE

301 


Quant: 155

Verbal: 146","TOEFL/IELTS
N.A.","UG Score
66.8%","Work Exp.
39 months","Tech Papers
NA","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=3","Undergrad:

Information Technology from Sushila Devi Bansal College of Technology, Indore","Interested in Computer Science / Information Technology (Fall 2017)"
"Pragna","https://yocket.in/profiles/Pragna","","GRE

310 


Quant: 165

Verbal: 145","TOEFL
95","UG Score
61.27%","Work Exp.
NA","Tech Papers
National","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=6","Undergrad:

Computer Science from K. K. WAGH COLLEGE OF ENGINEERING, NASHIK, Nashik","Interested in Computer Science / Information Technology (Fall 2017)"
"vdg_94","https://yocket.in/profiles/vdg_94","","GRE

303 


Quant: 158

Verbal: 145","TOEFL
105","UG Score
62%","Work Exp.
NA","Tech Papers
Local","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=11","Undergrad:

Information Technology from Vishwakarma institute of information technology, Pune","Computer Science (Fall 2016)"
"ktmrakesh","https://yocket.in/profiles/ktmrakesh","","GRE

309 


Quant: 160

Verbal: 149","TOEFL
90","UG Score
7.3CGPA","Work Exp.
30 months","Tech Papers
National","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=14","Undergrad:

Information Technology from Indian Institute of Information Technology (IIIT), , Allahabad","Interested in Computer Science / Information Technology (Fall 2016)"
"vdkamdar","https://yocket.in/profiles/vdkamdar","","GRE

302 


Quant: 160

Verbal: 142","IELTS
7.5","UG Score
7.4CGPA","Work Exp.
6 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=12","Undergrad:

Information Technology from SVIT,VASAD, Anand","Computer Science (Fall 2016)"
"abhirane","https://yocket.in/profiles/abhirane","","GRE

315 


Quant: 165

Verbal: 150","IELTS
7","UG Score
8.37CGPA","Work Exp.
9 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=8","Undergrad:

Electronics and Communication Engineering from pvppcoe, Mumbai","Computer Science (Fall 2017)"
"anurag09","https://yocket.in/profiles/anurag09","","GRE

300 


Quant: 158

Verbal: 142","TOEFL
80","UG Score
60%","Work Exp.
NA","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=13","Undergrad:

Computer Science from TCET, Mumbai","Computer Science (Fall 2016)"
"Rohan7477","https://yocket.in/profiles/Rohan7477","","GRE

312 


Quant: 162

Verbal: 150","TOEFL
98","UG Score
61.13%","Work Exp.
19 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=6","Undergrad:

Information Technology from Sinhgad Institute Of Technology And Science, Narhe, Pune","Computer Science (Fall 2017)"
"adita1011","https://yocket.in/profiles/adita1011","","GRE

301 


Quant: 158

Verbal: 143","TOEFL
103","UG Score
70%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=12","Undergrad:

Computer Science from PVG College Of Engineering And Technology, Pune","Interested in Computer Science / Information Technology (Fall 2016)"
"AnoopNadig","https://yocket.in/profiles/AnoopNadig","","GRE

315 


Quant: 162

Verbal: 153","TOEFL
100","UG Score
60%","Work Exp.
13 months","Tech Papers
None","","","Undergrad:

Computer Science from KLS Gogte Institute Of Technology, Belgaum","Computer Science (Fall 2017)"
"tashi","https://yocket.in/profiles/tashi","","GRE

309 


Quant: 155

Verbal: 154","TOEFL
103","UG Score
67.13%","Work Exp.
NA","Tech Papers
National","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=13","Undergrad:

Information Technology from Sinhgad Institute Of Technology And Science, Narhe, Pune","Computer Science (Fall 2016)"
"nitin223","https://yocket.in/profiles/nitin223","","GRE

305 


Quant: 160

Verbal: 145","TOEFL
82","UG Score
67%","Work Exp.
20 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=11","Undergrad:

Computer Science from Jaypee University of Engineering and Technology, Guna","Interested in Computer Science / Information Technology (Fall 2016)"
"Dharmish","https://yocket.in/profiles/Dharmish","","GRE

303 


Quant: 157

Verbal: 146","TOEFL
100","UG Score
70.47%","Work Exp.
NA","Tech Papers
NA","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=5","Undergrad:

Computer Science from Dwarkadas Jamnadas Sanghvi College of Engineering, Mumbai","Interested in Computer Science / Information Technology (Fall 2017)"
"rockinguy0","https://yocket.in/profiles/rockinguy0","","GRE

302 


Quant: 155

Verbal: 147","TOEFL
81","UG Score
70%","Work Exp.
26 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=15","Undergrad:

Computer Science from Prof Ram Meghe College Of Engineering And Management, Amravati, Amravati","Computer Science (Fall 2016)"
"prathaprajiv","https://yocket.in/profiles/prathaprajiv","","GRE

313 


Quant: 163

Verbal: 150","TOEFL
101","UG Score
6.83CGPA","Work Exp.
20 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=15","Undergrad:

Information Technology from velammal institute of technology, Thiruvallur, Thiruvallur","Interested in Computer Science / Information Technology (Fall 2016)"
"Heramb","https://yocket.in/profiles/Heramb","","GRE

301 


Quant: 159

Verbal: 142","TOEFL
90","UG Score
63.84%","Work Exp.
12 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=6","Undergrad:

Electronics and Communication Engineering from JSPM Narhe Technical Campus, Pune","Computer Science (Fall 2017)"
"rsachin15","https://yocket.in/profiles/rsachin15","","GRE

307 


Quant: 158

Verbal: 149","TOEFL
91","UG Score
5.9CGPA","Work Exp.
24 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=7","Undergrad:

Electrical and Electronics Engineering from Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","Computer Science (Fall 2017)"
"mk.k7293","https://yocket.in/profiles/mk.k7293","","GRE

309 


Quant: 165

Verbal: 144","TOEFL
87","UG Score
7.3CGPA","Work Exp.
30 months","Tech Papers
National","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=5","Undergrad:

Computer Science from St.josephs college of Engineering, Chennai","Computer Science (Fall 2017)"
"Anish24","https://yocket.in/profiles/Anish24","","GRE

300 


Quant: 156

Verbal: 144","TOEFL
85","UG Score
8.2CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=7","Undergrad:

Computer Science from University of Mumbai, Mumbai","Computer Science (Fall 2017)"
"Selva","https://yocket.in/profiles/Selva","","GRE

304 


Quant: 158

Verbal: 146","TOEFL
85","UG Score
69%","Work Exp.
90 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=6","Undergrad:

Electronics and Communication Engineering from College of Engineering - Guindy (CEG), Anna University Campus, Guindy, Chennai","Computer Science (Fall 2017)"
"Kanchan","https://yocket.in/profiles/Kanchan","","GRE

304 


Quant: 159

Verbal: 145","TOEFL
90","UG Score
65%","Work Exp.
38 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=4","Undergrad:

Electronics and Communication Engineering from Dr.D.Y.Patil College Of Engineering, Akurdi, Pune","Interested in Computer Science / Information Technology (Fall 2017)"
"remeshsv","https://yocket.in/profiles/remeshsv","","GRE

318 


Quant: 164

Verbal: 154","TOEFL
117","UG Score
68.7%","Work Exp.
30 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=13","Undergrad:

Computer Science from adi shankara, Kochi","Computer Science (Fall 2016)"
"Drish","https://yocket.in/profiles/Drish","","GRE

290 


Quant: 143

Verbal: 147","TOEFL
95","UG Score
72%","Work Exp.
6 months","Tech Papers
Local","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=10","Undergrad:

Computer Science from IP University, New Delhi","Interested in Computer Science / Information Technology (Fall 2016)"
"jaykay17","https://yocket.in/profiles/jaykay17","","GRE

309 


Quant: 162

Verbal: 147","TOEFL
89","UG Score
71.86%","Work Exp.
NA","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=5","Undergrad:

Computer Science from Ganeshi lal bajaj institute of technology, Greater Noida","Interested in Computer Science / Information Technology (Fall 2017)"
"bhavikthakkar","https://yocket.in/profiles/bhavikthakkar","","GRE

308 


Quant: 158

Verbal: 150","TOEFL
102","UG Score
7.2CGPA","Work Exp.
NA","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=10","Undergrad:

Computer Science from Thadomal Shahani Engineering College (TSEC), Bandra, Mumbai","Interested in Computer Science / Information Technology (Fall 2016)"
"soroun001","https://yocket.in/profiles/soroun001","","GRE

307 


Quant: 159

Verbal: 148","TOEFL
82","UG Score
7.09CGPA","Work Exp.
1 month","Tech Papers
Local","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=11","Undergrad:

Computer Science from Xavier Institute Of Engineering, Mahim, Mumbai","Interested in Computer Science / Information Technology (Fall 2016)"
"annu123","https://yocket.in/profiles/annu123","","GRE

306 


Quant: 159

Verbal: 147","TOEFL
95","UG Score
7.75CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=4","Undergrad:

Computer Science from Visvesvaraya Technological University, Belagaavi","Computer Science (Fall 2017)"
"sowmith78","https://yocket.in/profiles/sowmith78","","GRE

296 


Quant: 161

Verbal: 135","IELTS
6.5","UG Score
8CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=15","Undergrad:

Computer Science from SRM University (Ramapuram Campus), Chennai","Computer Science (Fall 2016)"
"ppaallaasshh","https://yocket.in/profiles/ppaallaasshh","","GRE

309 


Quant: 161

Verbal: 148","TOEFL
92","UG Score
59%","Work Exp.
6 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=14","Undergrad:

Electronics and Communication Engineering from Maharashtra Institute Of Technology (MIT), Kothrud, Pune","Computer Science (Fall 2016)"
"Smkh","https://yocket.in/profiles/Smkh","","GRE

306 


Quant: 158

Verbal: 148","TOEFL
99","UG Score
67.1%","Work Exp.
15 months","Tech Papers
Local","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=8","Undergrad:

Computer Science from RNS Institute Of Technology, Bengaluru","Computer Science (Fall 2017)"
"UD","https://yocket.in/profiles/UD","","GRE

305 


Quant: 165

Verbal: 140","TOEFL
85","UG Score
59.04%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=13","Undergrad:

Computer Science from University of Mumbai, Mumbai","Computer Science (Fall 2016)"
"adipixel","https://yocket.in/profiles/adipixel","","GRE

299 


Quant: 154

Verbal: 145","TOEFL
90","UG Score
6.9CGPA","Work Exp.
18 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=10","Undergrad:

Computer Science from Bharati Vidyapeeth College of Engineering, Mumbai","Computer Science (Fall 2016)"
"venkat4541","https://yocket.in/profiles/venkat4541","","GRE

313 


Quant: 166

Verbal: 147","TOEFL
108","UG Score
66%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=16","Undergrad:

Computer Science from JNTU College of Engineering, Hyderabad","Computer Engineering (Fall 2014)"
"suraj13k1","https://yocket.in/profiles/suraj13k1","","GRE

304 


Quant: 160

Verbal: 144","TOEFL
87","UG Score
73%","Work Exp.
26 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=15","Undergrad:

Computer Science from kmit, Hyderabad","Computer Science (Fall 2016)"
"kacesdls","https://yocket.in/profiles/kacesdls","","GRE

305 


Quant: 159

Verbal: 146","TOEFL
90","UG Score
56.2%","Work Exp.
NA","Tech Papers
International","","","Undergrad:

Computer Science from Marathwada Mitra Mandal's College Of Engineering (MMCOE), Pune","Computer Science (Fall 2017)"
"varunihullur","https://yocket.in/profiles/varunihullur","","GRE

304 


Quant: 158

Verbal: 146","TOEFL
103","UG Score
74.33%","Work Exp.
NA","Tech Papers
National","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=15","Undergrad:

Computer Science from JSS Academy Of Technical Education, Bengaluru","Software Engineering (Fall 2016)"
"suri97","https://yocket.in/profiles/suri97","","GRE

301 


Quant: 157

Verbal: 144","TOEFL
88","UG Score
7.3CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=10","Undergrad:

Computer Science from Madras Institute of Technology (MIT), Chromepet, Chennai","Computer Science (Fall 2016)"
"melitadsouza1994","https://yocket.in/profiles/melitadsouza1994","","GRE

303 


Quant: 160

Verbal: 143","TOEFL
96","UG Score
7.93CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=13","Undergrad:

Information Technology from St. Francis Institute Of Technology (SFIT), Borivali, Mumbai","Computer Science (Fall 2016)"
"bajji93","https://yocket.in/profiles/bajji93","","GRE

303 


Quant: 143

Verbal: 160","TOEFL
89","UG Score
6CGPA","Work Exp.
NA","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=16","Undergrad:

Electronics and Communication Engineering from Anna University, Chennai","Interested in Computer Science / Information Technology (Fall 2015)"
"aaditi","https://yocket.in/profiles/aaditi","","GRE

appearing
21 Mar","TOEFL
97","UG Score
71%","Work Exp.
20 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=13","Undergrad:

Computer Science from kurukshera university, Karnal","Interested in Computer Science / Information Technology (Fall 2016)"
"Akreddy","https://yocket.in/profiles/Akreddy","","GRE

311 


Quant: 161

Verbal: 150","TOEFL
99","UG Score
8.58CGPA","Work Exp.
1 month","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=9","Undergrad:

Computer Science from GITAM University , Visakhapatnam","Computer Science (Fall 2017)"
"nisarg21","https://yocket.in/profiles/nisarg21","","GRE

304 


Quant: 157

Verbal: 147","TOEFL
91","UG Score
7.83CGPA","Work Exp.
30 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=14","Undergrad:

Information Technology from G H Patel College Of Engineering & Technology, Anand","Information Systems (Fall 2016)"
"thosar07","https://yocket.in/profiles/thosar07","","GRE

308 


Quant: 158

Verbal: 150","TOEFL
109","UG Score
62%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=17","Undergrad:

Information Technology from Sinhgad Academy Of Engineering, Kondhwa, Pune","Computer Science (Spring 2016)"
"soni","https://yocket.in/profiles/soni","","GRE

309 


Quant: 163

Verbal: 146","TOEFL
88","UG Score
6.77CGPA","Work Exp.
19 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=12","Undergrad:

Computer Science from College Of Engineering Pune, Pune","Interested in Computer Science / Information Technology (Fall 2016)"
"sandzgold","https://yocket.in/profiles/sandzgold","","GRE

313 


Quant: 163

Verbal: 150","TOEFL
99","UG Score
7.06CGPA","Work Exp.
20 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=4","Undergrad:

Electronics and Communication Engineering from SASTRA University , Thanjavur","Interested in Computer Science / Information Technology (Fall 2017)"
"abhineetkool","https://yocket.in/profiles/abhineetkool","","GRE

304 


Quant: 157

Verbal: 147","TOEFL
94","UG Score
60%","Work Exp.
30 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=12","Undergrad:

Computer Science from MANAV RACHNA INTERNATIONAL UNIVERSITY, Faridabad","Computer Science (Fall 2016)"
"HBT","https://yocket.in/profiles/HBT","","GRE

300 


Quant: 156

Verbal: 144","TOEFL
102","UG Score
63%","Work Exp.
20 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=5","Undergrad:

Information Technology from K.j. Somaiya Institute Of Engineering And Information Technology, Mumbai","Computer Science (Fall 2017)"
"sandhyareddy","https://yocket.in/profiles/sandhyareddy","","GRE

309 


Quant: 159

Verbal: 150","TOEFL
83","UG Score
9.16CGPA","Work Exp.
2 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=4","Undergrad:

Electronics and Communication Engineering from K L University, Guntur","Computer Science (Fall 2017)"
"arav1105","https://yocket.in/profiles/arav1105","","GRE

303 


Quant: 162

Verbal: 141","TOEFL
91","UG Score
7.67CGPA","Work Exp.
17 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=3","Undergrad:

Computer Science from Amrita University, Coimbatore","Computer Science (Fall 2017)"
"abhi930","https://yocket.in/profiles/abhi930","","GRE

303 


Quant: 156

Verbal: 147","TOEFL
90","UG Score
69%","Work Exp.
NA","Tech Papers
Local","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=16","Undergrad:

Electronics and Communication Engineering from Sinhgad College Of Engineering, Vadgaon, Pune","Computer Science (Fall 2016)"
"kshitijapatil","https://yocket.in/profiles/kshitijapatil","","GRE

311 


Quant: 161

Verbal: 150","TOEFL
101","UG Score
7.35CGPA","Work Exp.
NA","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=5","Undergrad:

Computer Science from Vidyavardhini's College Of Engineering And Technology, Vasai, Mumbai","Computer Science (Fall 2017)"
